First Name;Last Name;Customer name;Customer Email;Customer Address;Customer Phone;Region;Company;Position;Lead source;Creation date;Expected close date;Sales rep;Deal value;Comission (%);Comission ($);Status;Stage;Priority;Insert_date;update_date
Ambur;Symcoxe;Ambur Symcoxe;Ambur.Symcoxe@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Instagram;16/08/2024;15/09/2024;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;17/10/2024;22/08/2024
Yolande;Whild;Yolande Whild;Yolande.Whild@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;17/08/2024;16/09/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;18/10/2024;23/08/2024
Gay;Pickersgill;Gay Pickersgill;Gay.Pickersgill@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;18/08/2024;17/09/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;19/10/2024;24/08/2024
Jobyna;Elgey;Jobyna Elgey;Jobyna.Elgey@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;19/08/2024;18/09/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;20/10/2024;25/08/2024
Ole;Euplate;Ole Euplate;Ole.Euplate@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;20/08/2024;19/09/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;21/10/2024;26/08/2024
Brennan;Gagen;Brennan Gagen;Brennan.Gagen@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;21/08/2024;20/09/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;22/10/2024;27/08/2024
Malvin;;Malvin ;Malvin.@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;22/08/2024;21/09/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;23/10/2024;28/08/2024
Booth;Birkin;Booth Birkin;Booth.Birkin@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;23/08/2024;22/09/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;24/10/2024;29/08/2024
Hallie;Le feaver;Hallie Le feaver;Hallie.Le feaver@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;24/08/2024;23/09/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;25/10/2024;30/08/2024
Welby;Ninnotti;Welby Ninnotti;Welby.Ninnotti@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;25/08/2024;24/09/2024;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;26/10/2024;31/08/2024
Baron;Bullus;Baron Bullus;Baron.Bullus@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;26/08/2024;25/09/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;27/10/2024;01/09/2024
Hamnet;Berford;Hamnet Berford;Hamnet.Berford@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;27/08/2024;26/09/2024;Sarah Davis;30 000,00;20%;6000;Won;Contract;High;28/10/2024;02/09/2024
Lindsey;;Lindsey ;Lindsey.@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;28/08/2024;27/09/2024;Sarah Davis;10 000,00;12%;1200;Won;Purchase Order;Medium;29/10/2024;03/09/2024
Carver;Carwardine;Carver Carwardine;Carver.Carwardine@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;29/08/2024;28/09/2024;Sarah Davis;25 000,00;30%;7500;Won;Invoice;Low;30/10/2024;04/09/2024
Goraud;Ayling;Goraud Ayling;Goraud.Ayling@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;30/08/2024;29/09/2024;Sarah Davis;500;5%;25;Won;Payment;Medium;31/10/2024;05/09/2024
Bambi;Hebblethwaite;Bambi Hebblethwaite;Bambi.Hebblethwaite@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;31/08/2024;30/09/2024;Sarah Davis;3 500,00;30%;1050;Lost;Refund;Medium;01/11/2024;06/09/2024
Lilith;Lanning;Lilith Lanning;Lilith.Lanning@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;09/01/2024;08/02/2024;Sarah Davis;10 000,00;12%;1200;On Hold;Lead qualification;High;02/11/2024;07/09/2024
Kevan;Kubal;Kevan Kubal;Kevan.Kubal@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;09/02/2024;10/03/2024;Sarah Davis;11 000,00;30%;3300;Open;Negotiation;Medium;03/11/2024;08/09/2024
Arch;Gaitskill;Arch Gaitskill;Arch.Gaitskill@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;09/03/2024;08/04/2024;Sarah Davis;25 000,00;5%;1250;Open;Contact/Meeting;Low;04/11/2024;09/09/2024
Weston;Brokenshaw;Weston Brokenshaw;Weston.Brokenshaw@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;09/04/2024;09/05/2024;Sarah Davis;500;30%;150;Open;Opportunity;Medium;05/11/2024;10/09/2024
Ellette;Fahy;Ellette Fahy;Ellette.Fahy@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Paid Ads;09/05/2024;08/06/2024;Sarah Davis;14 000,00;12%;1680;Open;Solution;High;06/11/2024;11/09/2024
Mirabella;Richter;Mirabella Richter;Mirabella.Richter@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;09/06/2024;09/07/2024;Sarah Davis;15 000,00;30%;4500;Open;Proposal Discussed;High;07/11/2024;12/09/2024
Josias;Mulliner;Josias Mulliner;Josias.Mulliner@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;09/07/2024;08/08/2024;Sarah Davis;1 500,00;20%;300;Lead;Written Proposal;Medium;08/11/2024;13/09/2024
Ransell;Ruler;Ransell Ruler;Ransell.Ruler@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;09/08/2024;08/09/2024;Sarah Davis;5 000,00;30%;1500;Won;Contract;Low;09/11/2024;14/09/2024
Zorina;Bosomworth;Zorina Bosomworth;Zorina.Bosomworth@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;09/09/2024;09/10/2024;Sarah Davis;80 000,00;12%;9600;Won;Purchase Order;Medium;10/11/2024;15/09/2024
Ethelda;;Ethelda ;Ethelda.@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;09/10/2024;08/11/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;11/11/2024;16/09/2024
Lindsay;Acaster;Lindsay Acaster;Lindsay.Acaster@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Paid Ads;09/11/2024;09/12/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;12/11/2024;17/09/2024
Eddie;Yekel;Eddie Yekel;Eddie.Yekel@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;09/12/2024;08/01/2025;Sarah Davis;5 000,00;30%;1500;Lost;Refund;Low;13/11/2024;18/09/2024
Kane;Gaffer;Kane Gaffer;Kane.Gaffer@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;13/09/2024;13/10/2024;Sarah Davis;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;14/11/2024;19/09/2024
Homere;Rounds;Homere Rounds;Homere.Rounds@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;14/09/2024;14/10/2024;Sarah Davis;11 000,00;15%;1650;Lead;Negotiation;Low;15/11/2024;20/09/2024
Idalina;Wilcot;Idalina Wilcot;Idalina.Wilcot@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;15/09/2024;15/10/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;16/11/2024;21/09/2024
Holly;Cavil;Holly Cavil;Holly.Cavil@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;16/09/2024;16/10/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;17/11/2024;22/09/2024
Benton;Oakly;Benton Oakly;Benton.Oakly@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;17/09/2024;17/10/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;18/11/2024;23/09/2024
Audrey;Vickerman;Audrey Vickerman;Audrey.Vickerman@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;18/09/2024;18/10/2024;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;19/11/2024;24/09/2024
Norine;Antonik;Norine Antonik;Norine.Antonik@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;19/09/2024;19/10/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;20/11/2024;25/09/2024
Adena;Northedge;Adena Northedge;Adena.Northedge@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;20/09/2024;20/10/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;21/11/2024;26/09/2024
Burtie;Scintsbury;Burtie Scintsbury;Burtie.Scintsbury@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;21/09/2024;21/10/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;22/11/2024;27/09/2024
Royal;Shinn;Royal Shinn;Royal.Shinn@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;22/09/2024;22/10/2024;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;23/11/2024;28/09/2024
Trescha;Preshous;Trescha Preshous;Trescha.Preshous@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;23/09/2024;23/10/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;24/11/2024;29/09/2024
Basilius;Spieck;Basilius Spieck;Basilius.Spieck@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;24/09/2024;24/10/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;25/11/2024;30/09/2024
Cathe;Lorriman;Cathe Lorriman;Cathe.Lorriman@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;25/09/2024;25/10/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;26/11/2024;01/10/2024
Pattin;Weathey;Pattin Weathey;Pattin.Weathey@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;26/09/2024;26/10/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;27/11/2024;02/10/2024
Darrel;Canet;Darrel Canet;Darrel.Canet@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;27/09/2024;27/10/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;28/11/2024;03/10/2024
Harmonia;Cornock;Harmonia Cornock;Harmonia.Cornock@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;28/09/2024;28/10/2024;Noah Harris;500;30%;150;Open;Opportunity;Medium;29/11/2024;04/10/2024
Stewart;Brosoli;Stewart Brosoli;Stewart.Brosoli@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Personal referrals;29/09/2024;29/10/2024;Noah Harris;14 000,00;12%;1680;Open;Solution;High;30/11/2024;05/10/2024
Madelina;Marte;Madelina Marte;Madelina.Marte@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Instagram;30/09/2024;30/10/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;01/12/2024;06/10/2024
Heinrik;Norcock;Heinrik Norcock;Heinrik.Norcock@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;10/01/2024;09/02/2024;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;02/12/2024;07/10/2024
Gage;Crossan;Gage Crossan;Gage.Crossan@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;10/02/2024;11/03/2024;John Smith;5 000,00;30%;1500;Won;Contract;Low;03/12/2024;08/10/2024
Norma;Blackbourn;Norma Blackbourn;Norma.Blackbourn@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;10/03/2024;09/04/2024;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;04/12/2024;09/10/2024
Lenci;Duerden;Lenci Duerden;Lenci.Duerden@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;10/04/2024;10/05/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;05/12/2024;10/10/2024
Winthrop;Corser;Winthrop Corser;Winthrop.Corser@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Personal referrals;10/05/2024;09/06/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;06/12/2024;11/10/2024
Ammamaria;Standbridge;Ammamaria Standbridge;Ammamaria.Standbridge@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Instagram;10/06/2024;10/07/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;07/12/2024;12/10/2024
Robb;Poll;Robb Poll;Robb.Poll@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Paid Ads;10/07/2024;09/08/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;08/12/2024;13/10/2024
Lorenza;Cawthorne;Lorenza Cawthorne;Lorenza.Cawthorne@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;10/08/2024;09/09/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;09/12/2024;14/10/2024
Bonita;Gethins;Bonita Gethins;Bonita.Gethins@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;10/09/2024;10/10/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;10/12/2024;15/10/2024
Ham;Mayoh;Ham Mayoh;Ham.Mayoh@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;10/10/2024;09/11/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;11/12/2024;16/10/2024
Leicester;Fynes;Leicester Fynes;Leicester.Fynes@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;10/11/2024;10/12/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;12/12/2024;17/10/2024
Khalil;Pennings;Khalil Pennings;Khalil.Pennings@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;10/12/2024;09/01/2025;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;13/12/2024;18/10/2024
Sansone;Eastcourt;Sansone Eastcourt;Sansone.Eastcourt@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;13/10/2024;12/11/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;14/12/2024;19/10/2024
Sisely;Oppy;Sisely Oppy;Sisely.Oppy@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;14/10/2024;13/11/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;15/12/2024;20/10/2024
Bunnie;Whines;Bunnie Whines;Bunnie.Whines@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;15/10/2024;14/11/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;16/12/2024;21/10/2024
Arnie;Zorn;Arnie Zorn;Arnie.Zorn@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;16/10/2024;15/11/2024;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;17/12/2024;22/10/2024
Farr;Butterick;Farr Butterick;Farr.Butterick@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;17/10/2024;16/11/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;18/12/2024;23/10/2024
Cristionna;Mapes;Cristionna Mapes;Cristionna.Mapes@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;18/10/2024;17/11/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;19/12/2024;24/10/2024
Dexter;Robelin;Dexter Robelin;Dexter.Robelin@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;19/10/2024;18/11/2024;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;20/12/2024;25/10/2024
Pattin;Morican;Pattin Morican;Pattin.Morican@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;20/10/2024;19/11/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;21/12/2024;26/10/2024
Heinrik;;Heinrik ;Heinrik.@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Paid Ads;21/10/2024;20/11/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;22/12/2024;27/10/2024
Dotty;Maylott;Dotty Maylott;Dotty.Maylott@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Personal referrals;22/10/2024;21/11/2024;Noah Harris;500;30%;150;Open;Opportunity;Medium;23/12/2024;28/10/2024
Aldo;Waistall;Aldo Waistall;Aldo.Waistall@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Instagram;23/10/2024;22/11/2024;Noah Harris;14 000,00;12%;1680;Open;Solution;High;24/12/2024;29/10/2024
Eula;Bruni;Eula Bruni;Eula.Bruni@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;24/10/2024;23/11/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;25/12/2024;30/10/2024
Linet;Postill;Linet Postill;Linet.Postill@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Paid Ads;25/10/2024;24/11/2024;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;26/12/2024;31/10/2024
Andreas;Cosin;Andreas Cosin;Andreas.Cosin@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Paid Ads;26/10/2024;25/11/2024;John Smith;5 000,00;30%;1500;Won;Contract;Low;27/12/2024;01/11/2024
Izaak;Gisborne;Izaak Gisborne;Izaak.Gisborne@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Email;27/10/2024;26/11/2024;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;28/12/2024;02/11/2024
Amie;Dufty;Amie Dufty;Amie.Dufty@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Personal referrals;28/10/2024;27/11/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;29/12/2024;03/11/2024
Kalil;Palombi;Kalil Palombi;Kalil.Palombi@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Instagram;29/10/2024;28/11/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;30/12/2024;04/11/2024
Josy;St. Quentin;Josy St. Quentin;Josy.St. Quentin@gmail.com;Babylon, New York(NY), 11710;(704) 843-4353;NY;Carol Company;Adm;Paid Ads;30/10/2024;29/11/2024;Kim Johson;5 000,00;30%;1500;Lost;Refund;Low;31/12/2024;05/11/2024
Patsy;Beefon;Patsy Beefon;Patsy.Beefon@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;31/10/2024;30/11/2024;John Smith;10 000,00;10%;1000;Marketing qualified lead;Lead qualification;Medium;01/01/2025;06/11/2024
Baily;Imison;Baily Imison;Baily.Imison@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;11/01/2024;10/02/2024;John Smith;11 000,00;15%;1650;Lead;Negotiation;Low;02/01/2025;07/11/2024
Carin;Lauthian;Carin Lauthian;Carin.Lauthian@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;11/02/2024;12/03/2024;John Smith;5 000,00;15%;750;Sales qualified lead;Contact/Meeting;Medium;03/01/2025;08/11/2024
Kinsley;Klimus;Kinsley Klimus;Kinsley.Klimus@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;11/03/2024;10/04/2024;Sarah Davis;1 000,00;12%;120;Open;Opportunity;High;04/01/2025;09/11/2024
Teena;Birrel;Teena Birrel;Teena.Birrel@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;11/04/2024;11/05/2024;Sarah Davis;25 000,00;30%;7500;On Hold;Solution;Medium;05/01/2025;10/11/2024
Mitchel;Schimek;Mitchel Schimek;Mitchel.Schimek@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;11/05/2024;10/06/2024;Sarah Davis;500;5%;25;Won;Proposal Discussed;Low;06/01/2025;11/11/2024
Shamus;Fyndon;Shamus Fyndon;Shamus.Fyndon@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;11/06/2024;11/07/2024;Sarah Davis;25 000,00;30%;7500;Lead;Written Proposal;Medium;07/01/2025;12/11/2024
Vaughan;McCromley;Vaughan McCromley;Vaughan.McCromley@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;11/07/2024;10/08/2024;Kim Johson;30 000,00;20%;6000;Won;Contract;High;08/01/2025;13/11/2024
Kerwin;Jossel;Kerwin Jossel;Kerwin.Jossel@gmail.com;Port Charlotte, Florida(FL), 33980;(941) 764-1937;FL;Henry Company;Sales;Instagram;11/08/2024;10/09/2024;Kim Johson;10 000,00;12%;1200;Won;Purchase Order;Medium;09/01/2025;14/11/2024
Benita;Cuffley;Benita Cuffley;Benita.Cuffley@gmail.com;Ganado, Texas(TX), 77962;(336) 597-9392;TX;Naomi Company;Marketing;Paid Ads;11/09/2024;11/10/2024;Kim Johson;25 000,00;30%;7500;Won;Invoice;Low;10/01/2025;15/11/2024
Samuel;Stiff;Samuel Stiff;Samuel.Stiff@gmail.com;Johnson City, Tennessee(TN), 37604;(207) 753-0565;TN;Julia Company;Director;Personal referrals;11/10/2024;10/11/2024;Caroline Lewis;500;5%;25;Won;Payment;Medium;11/01/2025;16/11/2024
Valeria;Chazette;Valeria Chazette;Valeria.Chazette@gmail.com;Roxboro, North Carolina(NC), 27573;(361) 771-3238;NC;Nathan Company;Adm;Instagram;11/11/2024;11/12/2024;Caroline Lewis;3 500,00;30%;1050;Lost;Refund;Medium;12/01/2025;17/11/2024
Nonna;Hun;Nonna Hun;Nonna.Hun@gmail.com;El Centro, California(CA), 92243;(631) 669-3217;CA;Pedro Company;Sales;Paid Ads;11/12/2024;10/01/2025;Caroline Lewis;10 000,00;12%;1200;On Hold;Lead qualification;High;13/01/2025;18/11/2024
Gustav;Kos;Gustav Kos;Gustav.Kos@gmail.com;Auburn, Maine(ME), 04210;(662) 286-0264;ME;Lucas Company;Marketing;Personal referrals;13/11/2024;13/12/2024;Caroline Lewis;11 000,00;30%;3300;Open;Negotiation;Medium;14/01/2025;19/11/2024
Alexia;Wolford;Alexia Wolford;Alexia.Wolford@gmail.com;Corinth, Mississippi(MS), 38834;(760) 353-5409;MS;Kim Company;Director;Instagram;14/11/2024;14/12/2024;Noah Harris;25 000,00;5%;1250;Open;Contact/Meeting;Low;15/01/2025;20/11/2024
Cameron;Letherbury;Cameron Letherbury;Cameron.Letherbury@gmail.com;Babylon, New York(NY), 11702;(704) 843-4345;NY;Carol Company;Adm;Paid Ads;15/11/2024;15/12/2024;Noah Harris;500;30%;150;Open;Opportunity;Medium;16/01/2025;21/11/2024
Zara;Maccaddie;Zara Maccaddie;Zara.Maccaddie@gmail.com;Babylon, New York(NY), 11703;(704) 843-4346;NY;Carol Company;Adm;Personal referrals;16/11/2024;16/12/2024;Noah Harris;14 000,00;12%;1680;Open;Solution;High;17/01/2025;22/11/2024
Lammond;MacGeffen;Lammond MacGeffen;Lammond.MacGeffen@gmail.com;Babylon, New York(NY), 11704;(704) 843-4347;NY;Carol Company;Adm;Paid Ads;17/11/2024;17/12/2024;Noah Harris;15 000,00;30%;4500;Open;Proposal Discussed;High;18/01/2025;23/11/2024
Lorianna;Vidyapin;Lorianna Vidyapin;Lorianna.Vidyapin@gmail.com;Babylon, New York(NY), 11705;(704) 843-4348;NY;Carol Company;Adm;Personal referrals;18/11/2024;18/12/2024;Noah Harris;1 500,00;20%;300;Lead;Written Proposal;Medium;19/01/2025;24/11/2024
Robbie;Handaside;Robbie Handaside;Robbie.Handaside@gmail.com;Babylon, New York(NY), 11706;(704) 843-4349;NY;Carol Company;Adm;Instagram;19/11/2024;19/12/2024;John Smith;5 000,00;30%;1500;Won;Contract;Low;20/01/2025;25/11/2024
Phelia;Perotti;Phelia Perotti;Phelia.Perotti@gmail.com;Babylon, New York(NY), 11707;(704) 843-4350;NY;Carol Company;Adm;Paid Ads;20/11/2024;20/12/2024;John Smith;80 000,00;12%;9600;Won;Purchase Order;Medium;21/01/2025;26/11/2024
Nikita;Kilby;Nikita Kilby;Nikita.Kilby@gmail.com;Babylon, New York(NY), 11708;(704) 843-4351;NY;Carol Company;Adm;Paid Ads;21/11/2024;21/12/2024;Sarah Davis;20 000,00;30%;6000;On Hold;Invoice;High;22/01/2025;27/11/2024
Stanley;Seven;Stanley Seven;Stanley.Seven@gmail.com;Babylon, New York(NY), 11709;(704) 843-4352;NY;Carol Company;Adm;Personal referrals;22/11/2024;22/12/2024;Sarah Davis;12 500,00;5%;625;Won;Payment;Medium;23/01/2025;28/11/2024
